"Name","rating","review"
"Mandar Paricharak","5","It's extraordinarily book with lifes greatest lessons in nutshell.

I love this book a lot.

Those who want to change their life must read this book. I have applied some of the techniques suggested in this book and my life is showing me extraordinarily things that I always wish to happen with me.

Wonderful job done by Robin Sharma."
"Adhish","5","- Contains well illustrated points to improve the quality of your existence.

- Is very easy to read, with short chapters written in simple English.

- You can pick it up and start reading from any chapter, without worrying about breaking continuity.

- A great gifting option for friends and family."
"qwerty","5","I got it for 49 rs and its the latest edition!!!..Coming to the book its quite inspiring and motivating.Unlike most of the self help books it is quite crisp and clear to the point with many motivational quotes quoted by many famous writers.A must read book"
"Rahulendra Kumar","5","Well written.. very interesting in the sense of reading short lessons... and every lesson shows great teaching of life"
"Yash Vardhan Sharma","5","This is the first book I have ever completed in my life. I started many books, but no book was  powerful enough to maintain my interest in it.But this book has transformed me into a new me. I decided to buy 'Tuesdays with Morrie' after reading this book. I am planning to get more self-help books.Amazing artwork Robin Sir!"
"Amazon Customer","5","Each page does make me awake of my life essential thoughts.Mr. Robin Sharma is awesome writer whose books can be understood from minimum medium."
"amit kumar pandey","5","Full of motivation great thoughts ideas .. great words of wisdom to inspire and bring about positives changes to ones life.  Use of great quotes from great personalities of the word makes this more interesting.. also list of some very good reads."
"Amazon Customer","5","A book which reminds you of self introspection in this busy and hectic schedule of life. It's all about improving your life and learning and absorbing a lot from it. And Robin Sharma has portrayed it with mere perfection. A perfect book for your morning coffee and your chilly nights and days. 😊"
"Sakshi","5","It is a kind of novel which will transform you...definetely buying it is a good thing..so well written ..each n every page reminds u how ro live life fully..full of happiness...the examples used the quotes of very famous ppl..keeps u binded to d story..it feels as if ur life scenes r going on where u r experimenting diff ways..on how rto make it good...awesome novel..good job!!!😏😍...in love with this novel😘"
"Ravi Dixit","5","This is a good book mostly if you are lost in life and wana gain back the focus and self control this is the book that you must read, it mostly talks about discipline that one must have and how one should be grounded to earth, spending good times with family and other basic things, usually we forget this when we grow up but this book has just made me go nostalgic when i was a child and reminded me how beautiful life is all about."
"Teerna Mukherjee","5","Improve the quality of life... Reading and following this will surely move you towards your goal."
"Kunal Komalkar","5","Whole book is immensely focused on once living and goal setting. How can we achieve success by living life with self motivation and discipline is given in this book . Please read it ."
"Falgun Barot","4","This book is for every individual who wants to live a life full of purpose. It's very essential to embrace every chapter from this book in our practical lives to live a happy life."
"Kindle","4","I have bought this book on recommendation.It talks abt the small things in our lives to which we don't give much importance, could be a game changer if u do it on time. It really reminds you to live all over again with new mind set and a way."
"Soumya Bhattacharyya","2","Self-help books r worthless.Rather read Indian thinkers,philosophers like Vivekananda,Aurobindo,Rabindranath,Gandhi."
"steffi","5","This book is worth reading. I really love the way the author's vision over certain things & how he applied it in real life. Each chapter comes with an realistic examples & how to apply it in life. On scale of 10 I give 9.5 for this author."
"Ravi","5","The book is written in a very simple and lucid manner, however the content is very rich and inspiring. I could feel the positive energy in me while reading the book. To be read over and over again to feel rejuvenated and reconnected with life. A must read."
"Meenakshi","5","The book has affected my perspective about life in a new way. The day I read the last page was the day I discovered a new me. Thanks to the author for these great lessons of life."
"shubbu","5","Very interesting book. Easy to read and implement. Provides a different perspective. Great. I hope after reading this book I will have a better understanding of my life.I will recommend this book to everybody, a must read."
"Amazon Customer","1","how does it matter who cries..i m dead already. time wasted reading..not good. regards devansh chaurasiya"
"Manoj bhat","5","I really loved this product. Blueberry is delicious as well as healthy ...Also the product delivery was on time and the product was well packed by the manufacturer.I suggest everyone  to use this product and get benefit of it."
"sunil mehta","5","book so engaging that completed in just 2 days and so different from the monk who sold his Ferrari.👍"
"Amazon Customer","5","The book reminds us of some very basic things which we value but take for granted & never have time to follow in this fast paced world. Worth its weight in gold! Thanks to Mr. Robin to compile such a treasure for all of us."
"Kpkat","4","Hi, I have read this one, and after this I have got a new reason for living my life. Because the matter written would certainly change your life.This product was very perfectly delivered before its due date. The books condition was excellent, so you can purchase it."
"Vishnu","5","A good self-help book, with each chapter not exceeding more than two pages. You can start from any chapter in the book, the chapters are not continuous.

Verdict: Worth reading.

Tip: Don't buy the #Malayalam translation. It's full of mistakes."
"Mehul","5","Highly motivational.Around 100 topics ranging from lessons to be learnt, practices, good thoughts, act of kindness, this book has it all.Must read."
"Sahar Ashraf","5","Each chapter in the book teaches a lesson of life-from how to live and make the best use of it.Its the small changes that make life fruitful. A must read for those who want to make their lives a better story for others to know."
"Dr. Mratunjai Sharma","4","First I purchase this book due to some unusual title. When I start reading I found interesting. Minute minute things written by writer are very helpful to live your life and deal with other people. U must read this book."
"Lila","5","I love this book! Simple And easy English anyone can read. It motivates me to read more and more. Thank you amazon!"
"Peter Khiangte","5","This book will help everyone who read it. It will elevate your mind and soul. A must have book. I highly recommend it..."
"Kumar P.","5","Accumulation of all great philosopher's knowledge. though pratical methods are not dealt with deeply yet one can enjoy reading it and acquire some great wisdom"
"SK","5","Quality of the book is really nice.. The size of the book makes it easy to carry... A good self help book that's easy to read and understand... Would definitely give it a thumbs up for people who want to buy."
"N S Gandhi Prasad","5","An excellent book for younger generations who are busy and who do not find time for giving importance to the human relations and emotions and ultimately suffer for want of love,Compassion and affection."
"NeiL Mukharjee","5","Robin Sharma always comes up with something enthusiastic and inspirational and this book adds up a number to such kinda things."
"prema kathir","5","I simply loved it. I am gonna incorporate as many as possible in my life. 101 tips! Great book..."
"Vijayalaxmi Nagur","5","Who will cry when you die is a really awesome book. One must read it. I got this book for Rs.93 on Amazon. Thank yiu Amazon for this great book and the offer."
"Saranya","5","It is a self motivation book... The author have detailed in a sensible way that reaches and stay in our minds.. Mostly suitable  for all generation. One best suggestion to gift someone..."
"Rak","5","Superb book have no doubt about that it helps to tackle the problems faced by all of us in day today life its not a philosophy but worth your money and helps to lead u a satisfactory life.Good book good quality great delivery within time as always by amazon"
"vara","5","my favvv buk!! Got fa my frnd too:):) that too at such a cheap price!! Definitely worth the money...awesome delivery by Amazon:)"
"Pankaj Prasad","5","If you want to read just one self help bool then you can definitely use this book as your Bible."
"Akash Kotwal","4","It doesn't live upto expectation after reading the monk who sold his ferrari.  Its is ok book which tells you about social interaction and all"
"Anita sahu","3","You can take this book only when you feel like falling for it, not from anyone's advice! Really, by reading this book you will feel great. I love it📖📖 Books are good friends of humans"
"KRSNA RS","5","RABIN books are very good for the present generation.  Espicially ""WHO WILL CRY WHEN YOU DIE"" is book of emotion and hinging over of the things.  Literally in the present world every body is for mony.  Ok they are earning for what they don't know and earning illigally is a causing conern at all level.  Yes who will cry when you die is being question mark in everybodys life."
"Amazon Customer","5","Nice read. Filled me with tons of positive vibes. Now,  I am quoting the precious sentences from this book, whenever I address a meet or write a stuff."
"aastha bagga","3","Though the book is good but it fails to match other of Robin Singh's writings"
"Pradeep kumar","5","the book u should read at least ones. very inspirational. give positivity. make u more calm, positive, confident. book that can change ur approach, mindset make u more enthusiastic."
"Tania","5","Highly inspiring as expected.. Mr. Sharma's books never fail to inspire me from within. Looking to apply the lessons learned in my personal as well as professional life"
"DeesBestbuy","5","This book inspires many who are Busy finding happiness in material things, and makes them.understand that happiness is Not material things but a state of mind that you need to create."
"Bob","4","The book quality is amazing... Its very small and can be kept inside a pocket"
"Gangadhar","5","Every page is inspiring...took up this Book after reading a monk who sold his ferrari.Highly recomand to read both the books."
"anil kumar khurana","3","Lessons given here are good but I have heard all the of them from here and there. I don't find anything new or described deeply in the lesson. However overall it's a good book."
"Pankaj","5","To the my surprise it is all together different from other reads of Robin . It is short simple and sweet life lessons explained very nicely and yes if you really wanna change this will be the most crucial start"
"Amazon Customer","5","This is one of my best books that I ever read .I am much impressed by Robin sharma.If you are fond of reading books, this book should be in your list."
"Kindle Customer","5","It's a very way of helping our own selves to get to see things and do it in a different way. It brings different horizon to our understanding and makes it more of a determined need to change our way of being!"
"Robin","5","One of the best book I have read till date. It almost cover all critical aspects of life which have direct impact on the life of a human being."
"Mohit Sharma","5","first help book I've ever purchased. there are numerous aspects of life that are left unnoticed in day to day life, the author not only throws light upon them , but also shows a way to improve them."
"Rahul goyal","1","It's not that good as much as i expected after reading robin Sharma 's the monk who sold his ferrari."
"R","5","5 stars for the book content...The quality of the book is not good enoughOnly one star for the quality of book"
"Abhi.sh","5","I've read it couple of times and every time I read it, I get to focus and learn much from it. Its very inspiring and helps to manage your life very playfully. While you read you can hear the author's polite tone in your mind. Overall, a must buy for someone in need of inspiration."
"Shobhit Singh","5","Robin sharma indeed doesn't need any introduction, i have gone through his book 'monk who sold his ferrari'.This book contain short lesson , you can read one lesson in morning and try to follow it for one day if you feel comfortable follow the ritual your whole life.thankyou"
"Aditya","5","The best thing I like about this book is its way of telling the poet has give the principles stories his rule in a very easy and understandable languageAs this was my first book I"
"SURYAKANT K.","4","Good book. Make sure you apply it in life or else no benefit of buying the book. Not as interesting as Monk who sold his Ferrari.  but yes good one for readers who cant sit long hours to read."
"Sandeep Kumar Swain","4","Delivery speed is impressive. But package quality was not good. As due such tight and small packing book was folder from 1 corner. Paper quality is not good. Content is good. That is why giving 4 stars."
"manikya pratap","5","Awesome book for self development for holistic development too much knowledge in just one book if work on its knowledge nothing can stop you from reaching your goals"
"SK","4","This book talk to the point and requires very less time to read . Quiet good"
"RISHABH DUBEY","3","Too much in one book. It is revision to what you have heard through out your life. Just like a crash course. Though it helps but author has given too much of every thing. Every bit of word is correct in the book but depends on person how he digest it."
"Bismaya Vikash","5","My favourite Robin Sharma book for motivation. The author has very nicely touched on numerous aspects of living a meaningful and fulfilled life without being just philosophical. I'd recommend people for all ages to read it and re-evaluate their lives."
"Vigneshdas","5","This is one book I read time and again to energize my batteries. Though it may seem simple the steps suggested by the author is very helpful in changing yourself and helps you a lot in becoming a better person"
"Sathyaraj","4","One or two page covered per topics. Few are very good remaining just a go through."
"Kindle Customer","5","This book has brief collections of how to lead a beautiful and mea ing full life,  the good thing is this book  is like a summary of a hundred self help books"
"Zp","5","Facts to implement. Read it understand it and change ur way of living.. Books are indeed your best friend and this is one of them..!"
"Ritika laroya","5","It's a book for step by step development of an individual"
"Sucharita Pal","5","Just loved it...awesome book..Each chapter offers solutions and suggestions to face some of the difficult problems of life and develop one's personality and personal skills.."
"Hiten","5","It's nice read.. book is small size wise and light weight you can easily read laying on bed and enjoy. Its engaging. That's the most important thing"
"deba","4","Nice book to read...Positive feeling...A lot like alchemist"
"P. D.","4","Quality of this book really gud ... It's a short n simple read ... Most of d things in this book u might already know.. d topics are full of famous quotes ... Nice book for 1 tym read"
"RKR","4","I read a chapter at random every in the morning"
"Manav","5","A book you must have in your collection.
Very simple and easy language used.
The book has 101 points,all are very effective.
Must buy for all.
Very Happ to purchase this book 🤗😇👍👍"
"Radha","4","A good book on personality development.The writer has a way with words making them sound convincing,interesting ,down to earth and honest.A must read at least once."
"prachi k nagar","4","Undoubtedly the book is good.It has got great life lessons.Anyone willing to read robin sharma should order 'the monk who sold his Ferrari' and 'the leader who had no title'I have read both.have gifted LWT to 2 friends as well."
"Balaji punniyakoti","5","1. Book delivered on time.2.Quality of the material is outstanding and handy.3.This book take away you from the hectic life.4.Recommonded for those who looking for redefine themselves."
"A D","3","Sadly, I did not like this book, at all... Maybe bcoz I have read much better self-help books of the same genre... And also bcoz the 'impressive' Title of the Book, did NOT connect or correlate with its content... Sorry ~"
"pappu karmakar","5","In a entire lifetime If one can read only 100 books one should read it; In a entire lifetime If one can read only 10 books one should read it; And in a entire lifetime if one can read only 01 book one should read it. It is a must read book."
"Ekta","5","Excellent book. If you are into philosophy kind of books or self help kind of books then you must read it. And the product quality was also nice and even the packaging and delivery was up to the mark:)"
"Harshal Gaikwad","5","Yes! Thats what I learned to be after goin through d book.. Be positive always.. Robin Sharma rocks! My attitude towards life has changed dramatically aft reading d book. People who r goin thru a bad phase in life currently n feelin low must read dis book.. It wil hlp u for sure..as it did for me.."
"Sainath kurule","4","One of the best book i have ever read,""When you were born, you cried while the world rejoiced. Live your life such a way that when you die the world cries and you rejoice"".... must buy..."
"vjaykumar","5","If u are a Personality development books' freak. Must read.Regular readers can give a try. This book is Very Good intro to PD books.Happy reading!!!"
"Ritwik Chakraborty","5","Bought almost a year ago, finished within less than 2 days. The book is Quick-Read and is really an easy read because most of the chapters are not longer than 2 pages. Filled with great wisdom and inspirations Sharma's book is a worthy post read of The Monk Who Sold His Ferrari"" . A must read for who is searching values within themselves. Go for it!!!"
"Asharaju","5","Recomend to all,who one to be better...Good thoughts and illusions....This changed my thought process completely... thank you author"
"Amazon Customer","5","A good book to read. Small chapter create interests. Give inspiration on how to live your life happily and healthy.How to set a goal in your life...Easy English to understand."
"Mani","4","Had low expectations after reading the monk who sold his Ferrari but this book is better than the previous one and a good self help book. Plus you get reference to so many other good books to read. This guy surely has read quality books."
"Srikant Das","5","Loved this book , a must read !! Indeed Robin Sharma is a great author .About the book quality - paperback , good quality ."
"Raihan Amrohi","5","Very useful book,  nicely written in a good simple language. Good set of examples & stories.How much you want to apply after reading this book depends on person to person but yes, its a must read!"
"SRI LALITHA DEVI. VARANASI","5","its awesome book, i was trying to read all chapters but i want to implement previous chapters before reading further. All the facts which we know but ignore it due to busy schedule . Its nice book to build a positive strong character. Want to gift it to my close friends so that they will change themselves by reading this book. NICE BOOK KEEP ROCKING ROBBIN SHARMA."
"Saikiran Kannam","5","Each lesson is so imperative which says How to live our lifeI will have my kids read this book and understand,implement in their life’s.This book helped me when my life was full in mess"
"Amazon Customer","5","It changed my thoughts, this was the first book I read completely without feeling bored, I can even say with this book I started reading books... You should taste it once...it helps in our reality"
"Baswaraj","5","No words r enough to write a review , who really want to know ....... what u r.... n ...what is u r future ....just u go through this book n u will definitely get d clarity regarding u r future. I request all d guys to through d robin sharmas of  all d books . Tqs amazon ."
"Sandeep Ravula","5","Perfect life lessons that will guide us towards a responsible path."
"Hari krishna Meegada","5","One of the best inspiring book must read"
"Ruchita Mahimkar","5","A great self help book with snackable content. Would recommend it to everyone. Can be read while commuting as well."
"Wanderlust","5","Robin Sharma is one of the top motivation gurus in the world who can motivate even the most depressed person with the help of his magical words , this book teaches you to live a life worth remembering ."
"neha","4","Simple written & easy to understand. It inspires a lot. I would recommend u to not read book by once galps it into everyday or u needed really interesting to read."
"Meg","5","For me,this book is lyk a bible.each n every chapter has got its own lesson.whenever i feel low,this book lighten me up."
"Kindle Customer","5","I simply loved this book. Robin Sharma has been my favourite author since I have red the monk who sold his Ferrari. Way to go robin. Will try reading all your books. You are truly inspirational."
"Amazon Customer","5","It is a very good book. I read it with Power of your subconscious mind and both blended awesomely. It have small chapters so you can read it even when you have a short time. I use to read it in the intervals of classes. It is just the perfect book to start from."
"Ajinkya","5","Many small wisdom lessons worth applying to live a happy life. One of the best self improvement books. Must read."
"Nikhil","5","Love the way he share his experience and give me insight to live a beautiful life.I enjoy reading this book everyday.Thanks,Robin"
"Maheswaran","5","This books mostly tells about what we want to do if we want to achive our goal and our life happiness"
"Amazon Customer","5","Worth buying and reading."
"anand","3","Book does not stimulate a avid reader. Copied Indian philosophy and reprinted for Western audiences. Monotonous in writing spicing with a great thought on each chapter. Much hyped."
"Vighneswara Rao Katuri","5","Worthy for every penny and your lige also😘"
"Soumen Datta","5","Everyone should read this one. Excellent book"
"Simbu","5","The book is really awesome. I would say this is the best book by Robin. Received the book in just 2 days in a very good condition."
"Ajay","5","Nice book, happy reading"
"The Reader","3","Good ideas but the way the narration is structured it seems like a big collection of favourite quotes from all the books the author has read."
"Uday Deshpande","5","Great book for self motivated person like me. Keeps me inspiring every time I read it."
"sharathfloyd","3","This book is kind of preachy , although I have read the monk who sold his Ferrari and really appreciated robins work , this book is more of him teaching about how to live a life and how to look into life . some chapters are really what one needs to adapt in life but a lot of chapters are agian boring and repetitive !"
"Vignesh","5","A life changing book with so many life lessons and rules.Quality if the print and binding is good."
"Twinkal Shah","5","Good book.... I gifted this to a friend"
"Kunvarpreet Singh","5","One of the best tea time books.I read this book for few chapters every morning.Great to read and i really feel good after each chapter. Recommended."
"Anu Halder","5","Great learning book with advices of how to solve problems. Removing even the slightest nuisance from life.  Thanks to author and amazon."
"Vivek Shukla","4","The paper quality of this paperback book is good. Book contents are good and real-time. Having small chapters, helps readability and also no need to connect with previous topics. Thanks Amazon Team!"
"Priyanshu Jain","5","Its really nice book. All topics covered in 2-3 pages makes it easy to read. I really liked it and would recommend to read it at least once."
"Hardik","4","This book contains exactly 101 chapters of wisdom and great thoughts. A must read in life. Robin Sharma HATS OFF."
"Arun Kapoor","5","The wisdom and understanding of life--- marvelous."
"Pankaj Sharma","5","Great inspiring book. Contains lots of wisdom, author's own as well as those whom he cites. Well done Robin Sharma. All the best for your next work."
"Chaitra Goswami","5","This book has motivated me countless times. It's like a must have book. I read one chapter everyday so that I could learn the value of each chapter atleast for a day and then inhabit them for a lifetime."
"Kindle Customer","5","Helped me rediscover myself. Gave me more clarity about my goals and aspirations. This book is a guide to meaningful living. Thank you for touching my life positively"
"Vengalareddy","5","Excellent book. I received with some papers folded. All must read this book. Simple but valuable information."
"Vinit","5","Go for it. No matter who you are , where do u stand. Just grab this small cum effective book."
"Radhakrishna Mishra","5","The author have really put everything in a very practical way and it really energiges the reader to achieve success in life easily"
"manasa","5","Book is really good"
"sandip k.","4","Very useful and good book"
"Jayaprakash hegde","5","if u r looking for a inspirational book this will really help you . don't think just buy. worth reading."
"Mithun Mohan","4","Guys... this is an easily readable book with clear and crisp language. It will thoroughly help you to realize what you are missing in your day-to-day life and to get back those valuables which money cannot buy. If you come across a problem in life, browse through the pages, you will get an easier way to deal with it."
"Raj","5","This book is great for people who wants to change their lives. this book tells 101 great methods to improve your life .By the way i really love this book"
"Amazon Customer","3","Do not buy this book. It is something you know already also as book name suggest there is nothing special in book. There are many chapter which are contrary to each other."
"Sudhir kumar seal","5","Good for people who want to become something in their life."
"Raajnish Raj","5","Enlightenment in life comes with reading wonderful books and this is one of the those books. Just not read this book, try to scrutinised each and every single line in this book and you will see how deeply and profoundly it will affect you life."
"Ritwick Saikia","5","The many ways to live a more fulfilled life given in this will surely allow you to find some which resonate with you and make you want to incorporate it  into your own life. Short but meaningful chapters give you really great ideas on how to find meaning and happiness while also being what is traditionally considered ""successful"" your in life."
"nw2014","5","Simple meaningful words written in easy understandable language. The book says enjoy life up to the brim till the last breath."
"Tka","5","I used this book is like a daily bread. I think we should learn what it try to teach us. To me it taught me how to stop worry and start living."
"Akshay Jagtap","4","It is very good self help book. It just gives u motivation ifu r depressed and want to uplift the mood. Some chapter in the book r way to beyond the thoughts. In short a good book to read."
"Shishu Singh","5","Everyone of us want to be highly effective people. here in this book all key method mentioned which mold our habit and if we act on it it will finally shape our Character.Beautiful Book Thanks to Rabin Sharma"
"Sri","5","Helps in self improvement. Best buy. Worth reading. Changes the perspective of life. One cannot resist reading the book if once started"
"Vipul Khanna","5","A life changing book. Its not a one time book. Its a book which u should read again and again and still u will learn something new.Don't judge this book by its title. I initially did bt trust me its a very good book if u want.to bring some changes in life , learn something new go for it!"
"Amarnath","5","Good and simple to read. The author has discussed many good quotes to understand us. And he suggested many books which has changed his life."
"Advaithist","5","this book will give some really living tips, you will not be disappointed"
"JANSI","5","Material is good"
"Amit","3","The book is beautifully written and very easy to understand but the paper quality of book is very bad."
"Naveen Ummidi","5","If you have opted for this awesome product,I appreciate your choice.Worth reading this kind of books which helps us to live the life to the fullest range.Never hesistate to buy this book,if you do so, you will regret for what you have missed.Thank you Robin !!"
"Amazon Customer","2","It's a series of gyaan chapters. There is a central theme missing or something that organizes the author's thoughts"
"vivek","5","Good book.....good content.....but book quality very low"
"PREMRAJ","3","Just time pass...read or dont read...no shakes in thoughts...was expecting some simple ways for unwanted busy life... Robin..plz work on non irritating  thinkings for irritating and disgusting life...premrajshakun"
"gaganjeet singh","5","The bible of everyday life, that will definitely transform any1.and it has got very well arranged small chapters containing great lessons.A must buy book"
"kanav behl","5","Robin Sharma is really sharp with his thought process. He reminds us about the basic principles to lead a peaceful life. Still I feel he could have quoted more examples and made it even more interesting."
"Jyothi","5","Book encourages to imagine yourself in dying situation. It says that be the giver not the taker"
"kumar","5","Recommended"
"Jaimin","4","Title is a bit misleading....but the content is highly inspiring and motivating...Must read ""The Monk who sold his Ferrari"" by the same author before this book....It carries the lessons from that book...so one must read that book first...."
"Mihir","4","Book quality was above average and delivery boy was too much arrogant and lazy he told me to come to the nearest landmark and when I refused he ended call rudely."
"Kindle Customer","5","This book is perfect book for busy people who need a change most importantly. Well written in precise n crisp language. Loved reading it."
"Manjinder Singh","4","this book contains 101 lessons which tells you how to live your life in such a way that when you die everyone feel they lost some special."
"Shraddha","5","Such an inspirational book. So beautifully written, some topics have really touched my heart couldn't expect more from a book ,it's had already given me the best"
"ROSHAN KUMAR","2","""365 recipes that will make you think Positive -by Alan Cohen"" is far far better than this book. Both come in same price.http://www.amazon.in/Recipes-that-will-Make-Think/dp/8122308600/ref=sr_1_fkmr1_1?ie=UTF8&qid=1443637649&sr=8-1-fkmr1&keywords=365+recipes+that+will+make+you+think+Positive"
"Rashi Srivastav","5","Best bookI read this book and found it very inspiring and motivating.I recommend this book to all students"
"Ceaser","5","Great book, must read for people who wanted to live there life more effectively and sense-able. Specially for people who are looking for more productivity for there life. This book has lot of wisdom and knowledge which are essential in your daily life. Good service, before time delivery and good updates, thanks Amazon."
"Amazon Customer","4","It is good to read once"
"Zorina pachuau","4","Good read for self improvement.."
"Amazon Customer","5","Very good book. The celebrated writer Robin Sharma explains each concept for a positive life. Very nice and easy narration."
"Ankur","4","Good book takes you back to some basic fundamentals in life that we all know but often forget or ignore. Amazon delivered the very next day - which was phenomenal"
"JANARDHANA SHASTRY K R","5","good book"
"Sumit Kumar","5","I Sumit Bisalwas, Loharu, highly recommend u to purchase this book. It is so much inspiration. It's bring a new change in ur life. I hundred percent guarantee for it."
"Vasanthi","4","To me, ‘Who will cry, When you die’ is a very thoughtful book. Some parts woke up the inner me. Some parts taught me how to live life. All together, felt good to read."
"Anjan Amitoz Singh","5","Masterpiece from Robin Sharma. Truly motivating and inspiring. If you are looking for a way to change your life for your own and others good then this is a must read"
"pawan dahiya","3","Good one..quite nice...monk who sold his Ferrari was far better than this book..although this is also good piece of work"
"Amazon Customer","4","Very impressive! Surely ot will make a difference to the reader. Something special in  the way it is written."
"Messi","5","One of the best book of my mine!!!"
"Amazon Customer","4","Another marvellous work by Mr.Robin Sharma....a book which changes your view towards every situation that comes across your lives...The beauty of this book is that it comprised on short lessons which you can read and then learn by applying those fundas in your own life...experience ...and then move to next lesson....amazing...."
"Rinku Gohel","5","Nice book"
"Shilpa","3","If u wanna read a book that will tell u what to do and what not to do in life its a good one. But if u r thinking of reading a novel then it wont be a correct choice"
"Sanjay_Kolkata","5","I have just received the product so not read yet. But I am really overwhelmed with the service of Amazon. I have received the product just in three days and so well packed and exactly as it was described.... So I find a synonym which is ""Online Shopping"" = ""Amazon""... As I work for an online shopping company so I find the distinction...really awesome service..."
"Dr.SRINIVAS","3","Good"
"Esha","4","Worth the time"
"Deepa Mishra","4","Someone suggested me to read Robin Sharma's book... So selected this book. Read this book. Its really very good. Bingo."
"raj yadav","4","good"
"Deepak Yadavmazon Customer","5","Nice"
"KUMAR RISHAV DEV","5","Lovely book"
"PRATIK BHAGERIA","5","Good"
"Mayuri","5","Good purchase"
"t'joe","4","Nice book"
"Kindle Customer","5","The book touches every aspect of a commendable life. I recommended my son to read this book . The title of the book is also very catchy."
"Prakash S.","5","Good"
"vaishali","5","good"
"Raghavan K","5","An excellent book which has about 100 very small stories. It just takes 2 Mins to read one story. A life changing book."
"Joeb Amazon Customer","4","Good motivational book, structure of 101 formulae / chapters makes its impact. Small things also explained effectively. Small Size of books makes comfortable for carrying during tours and traveling."
"Devarshi Mishra","5","I recommend this book to those who want to start reading.This book is written in simple language and beautiful content."
"Meghana","4","One of those self discoveries & self learning books..helps in understanding or rather analysing facts"
"Sindhu","5","I gifted this book for myself, which is a really great thing i have done... Really wonderful book it is... i really loved it... Simply awesome😊"
"Gouri Sankar","4","Nice"
"VIJAY SINGH","5","worth"
"Dr Sanjoy Biswas","5","Ok"
"Bhavani Nambirajan","5","Very good book... Author has explained everything in simple language and it's quite interesting... This book made me to read again and again..."
"Amazon Customer","5","Good product as described. A very good product."
"Neelanjana","5","I am a great fan of Robin Sharma and again this book has fullfilled all my expectations. It was like a daily dose of inspiration to me. Will look forward to other books also."
"Manoj","5","Meaningful short stories.."
"Ritu","5","Worth the read.. I could testimony the changes in me after I read this book. Highly recommendable 👍🏻"
"Sunny Dhauni","5","The way i look my life right now is completelydifferent,better and limitless. What is true meaning of life? Read this and find out"
"Swati","5","Once again,,,,well written n explain simple life fundas to remain happy n focus,,, comprised of short but informative lessons,, enjoyed it thoroughly."
"Swapnil Desale","5","Just go for it... Each and every chapter is worth reading.. you can read any chapter at any time.. this is the best thing o this book.. It's truly inspiring book I ever have so far"
"Adi.","5","I felt that the book is a package of medicines for one to have in the morning as a ritual of motivation for finishing one reading session will only make you feel good for single day"
"Anubhav","5","Thanks"
"shyam yadav","5","Good book for ease of happiness."
"Venkat","5","Soul connection"
"Samantha","5","A good book and guide. Value for money"
"Amazon Customer","2","Its basically a summary of 'the monk who sold his ferrari'. Might as well read that book!"
"Amazon Customer","5","Very inspiring and makes you clear it is very nicely structured and feels more connected. One of the best books i have read"
"Amazon Customer","5","on time delivery. Quality is also good."
"Ted","5","It motivates you but some things in it are every common thing's you already know"
"Srinivas Bisala","5","Good"
"Akansha Singh","5","Good book"
"Amazon Customer","4","Quality of book is good..Must read..Simple easy to understand."
"Nitin Philip","3","As the description of the book suggests, it has a list of 100 odd things which will have a positive effect on our lives. Few of the things were not very convincing as there were not enough explanations or data to support the argument. Overall a good book to read."
"alok gupta","5","Superb motivational book"
"Srinuvasarao Sanapala","5","Nice"
"DKR","5","Totally Acceptable Product as I Expected ..Thanks  Amazon As well Seller..."
"Prashant Hans","3","Interesting readRobin Sharma details the aspects to focus on and keeps reminding as we move fwd on with life"
"Nandu","4","I bought this book from amazon for Rs,87 and the delivery was good. In this book, Robin Sharma gives 101 simple tips to live your life to the fullest. We know most of the tips but we never actually follow them. He explains, how these simple tips will bring a positive change in our life. If you love reading self-help books, then this book is for you."
"🎶 Haappy 😀","5","Good"
"Tharaknath","4","Good"
"SUMAN KUMAR","4","Read once and everything will be changed in your life!!"
"Ranji","5","A very good book which gives much insights into one's life"
"Kindle Customer","5","I truly enjoyed reading the book. Really an eye opener to the beautiful things I want to do. Have started writing a journal everyday after reading the book."
"Jitesh Khandrani","4","Book is full of energy and joy which you lost in day to today life. You need time to introvert yourself. This book takes you there. Thanks Robin for great writing."
"pankaj patel","5","I finished this 200+ pages book with least effort. It has simple yet essential 101 points which makes reading it fun and your life easy and fulfilling. One thing I want to clear that it has nothing to do with it's title. Go for it, it will worth your time and money."
"Yogesh Sharma","5","Good one. Robin sharma is a better writer than tv show's judge. :pAnd about amazon, it's really amazing. fast shipping good packaging."
"Prashant","5","I have read many of his books , this can be read daily 1-2 chapters or more for your daily inspiration."
"Amaravathi","5","Everybody should has this book..it's fully positive life changing tips book. It contains fully short and sweet content...try this one ..."
"Mohana","4","Okay"
"Sameer","5","Good"
"Robin Thomas","5","Excellent reading...this will make you a new person if you have some hope remain in your mind..."
"Sunnya sharma","5","Must read it"
"Raz","5","Very good book"
"PARTHIBAN","5","it is very nice book... received in time... wonderful motivational book. youngster must read this book. worth buying.. love it. i like to give 5 stars. and more discount on motivational self help books is needed."
"Pramod Kumar","5","Excellent book"
"$hahana","5","Nice book..worth ur time and money. The book has may chapters with simple principle, when applied in life can bring a huge difference a total makeover to the innner YOU."
"Neil","5","Book lover shouldn’t miss reading this amazing book by Robin Sharma. Author has vividly written about every aspect of life."
"Amazon Customer","2","worst quality of the paper (jaico Publication is worst)just self help book with quotes of other author nothing new"
