,review_sentences,rating,has_spoiler
158, Its never too late to change the road that youre on.  The synopsis for this book really grabbed my attention.  Jessica is a doctor at a womens prison and finds old letters written by an inmate that were never delivered.  She makes it her mission to find the man the letters were written to and her search leads her to a small beachside town.  The residents are a tightknit group but Jessica who had been restless in her professional and personal life finally feels like she is home.  This is smalltown romance at its best.  I LOVED this very sexy tender warmhearted and mature love story!!  My favorite kind.  The One Real Thing has fabulous writing and interesting real and loyal secondary characters.  Cooper and Jessica share a deep connection and if you like offbeat characters with some good oldfashioned romance then you will love this book.  I am looking forward to more books in this series about the rest of the inhabitants of Harts Boardwalk.  ARC provided by the publisher in return for an honest review.,4,False
159, .   Stars  A totally addictive but very very sad story.  I felt like I was witnessing a train wreck!  The writing was for the most part very gripping but this book is NOT for everyone.  Tori is a romance author who feels very restless and unfulfilled in her personal life.  Her husband Landon is a rising star in the restaurant world and she has two young children.  She seeks fulfillment outside her marriage and finds one in an online relationship that eventually turns into a fullblown affair.  Many tears are shed and much angst ensues.  The writing style threw me off a bit and interfered with my enjoyment of the story but overall I will say that I couldnt put this book down.  So for that kudos to E.K.  Blair!,4,False
160, . STARS!  Hellllooooo Coach Winter!!  What a sexxxxy and intense sports romance!!  I loved it!!  Fascinating characters a timely storyline and SUPERhot steamy scenes make this book a winner!!  R.S.  Grey shows that she can write a great adult romance with this story.  With the  Summer Olympics right around the corner this book about Olympic athletes hits all the right notes.  Plus it offers an intimate look into the oftenisolated life of an elite gymnast.  I didnt have a lot of friends growing up.  In gymnastics if youre good youre lonely.  Brie Watson is the Cinderella story of the international gymnastic world.  She and her mother have sacrificed EVERYTHING to get her to the Summer Games.  And her coach Erik Winter knows all too well the pressures she is under having suddenly dropped out of competitive athletics when he was at the top of his game.  They are kindred souls even though they fight constantly and even in the face of Eriks apparent iciness towards her.  She was fierce she wanted to be seen and not just for her gymnastics skills.  No she wanted to be desired.  Coveted.  Craved.  Had anyone ever touched her the way she wanted to be touched?  This might be THE sexiest book yet from Ms.  Grey.  The passion between the hero and heroine literally lept off the pages!!  I absolutely love the enemiestofriends trope and it is done to perfection here.  Toying with Brie was quickly becoming my favorite pastime and a part of me wondered why I was doing it.  Yes she was disrespectful and constantly talked back during practice but she was hardly the first strongheaded girl in my gym to be guilty of that.  No I was enjoying her punishment a little too much.  OUT OF BOUNDS has the perfect blend of intense sports scenes sexy adult romance and emotion.  Theres no unnecessary drama here just a perfectly readable hot romance with a fantastic cast of characters.  Even if youre not a fan of sports romance give this one a try.  You will fall in LOVE with Brie Watson and Erik Winter!  Favorite quote:  She wanted to be someones voice when they were beaten down lost forgottenbut now it was my turn to stand up for her.  She deserved a better life and I wouldnt let myself rest until I gave it to her.  ARC provided by the author in return for an honest review.,5,False
161, . Stars!  Dont focus on the what ifs.  Focus on what is.  Vi Keeland continues to shine in this very enjoyable and wellwritten office romance.  I have loved Ms.  Keelands writing ever since I read her MMA Fighter series Worth the Fight is a fantastic book and very underrated in my opinion.  I am thrilled to see her show off her wonderful writing style with Bossman a story that combines elements of humor wit and the perfect amount of drama.  Reese is the kind of heroine I love: smart driven a little sarcastic and very funny.  She and Chase meet when she is stuck on a very bad date and he comes to her rescue.  The whole situation is handled so perfectly!  Chase is totally sexy and funny and charming and surprise!  It turns out that he is the founder of the company where she is starting a brandnew job.  The company has a nofraternization policy plus Reese has been burned by in the past when she slept with a coworker.  She has no intention of dating Chase but he sure has fun pursuing her.  Chase leaned over to me as we continued walking down the hall and whispered Stop worrying.  Harassment policy only applies to employees not the owner.  Checked this morning.  I absolutely loved the slowburn romance between Chase and Reese!  Even though they do not fall into bed immediately there is plenty of steam and genuine emotion when they do get together.  She is scared of getting into a relationship with Chase because he is her bosss boss but Chase really cares for her and is impossible to resist.  But just when you think everything will be perfect for these two his past overcomes him and it seems as though he will never recover from the terrible trauma of an earlier relationship.  Sometimes you dont know what youre missing until you find it  I have to connect with the main characters to care at all about a story and I really connected with Reese and Chase.  The book combined funny dialogue with some heavy emotion and it all just worked!  I hope Vi Keeland writes more of these kinds of stories because they really show off her talent.  I absolutely fell in love with Chase!!  Hes the total package and Reeses feelings for him just felt right.  Im tired of looking back.  Its been a long time since Ive wanted to live in the moment.  If you are new to Vi Keeland give Bossman a try!  Its got the perfect combination of great chemistry emotion a sexy and damaged hero and witty banter.  I read this book in almost one sitting and loved the conclusion to Reese and Chases story.  Bossman is another great story from Vi Keeland surprisingly angsty with the perfect amount of steam!  ARC provided by the author in return for an honest review.,4,False
162, . Stars  If you like lots of high school drama then this book is for you!  Broken Prince reminded me of Gossip Girl in many ways.  However the overthetop cruelty of Reed and Ellas fellow students here turned me off.  The main characters have lots of promise and I really loved Reed and Ella.  Many readers love this series so I am in the minority on this one and definitely pick this one up if you are in the mood for a guiltypleasure read!  He told me to stay away.  He told me I didnt belong.  If only Id listened to him.  The first book ended on a major cliffhanger and in this second installment former meanboy Reed is desperate to find Ella.  She has brought happiness and goodness to his royallyscrewed up family and he will do anything to bring her home and win back her love.  BUT there are SO many obstacles standing in their way!  I can play this two ways.  I can walk away.  Or I can fight for you.  Guess which one Im doing?  This is very quick read and a very fastpaced story.  The writing duo that makes up Erin Watt are incredibly talented and I love their other books.  If you know going in to Broken Prince that this is basically a teen soapopera then you will LOVE this juicy bit of fluff.  But be warned: there is another cliffhanger!  I did love reading Reeds POV in this book.  I felt his pain and the pressure he was under to try and protect the innocent Ella at all costs.  I also loved the VERRRRY sexy Royal brothers!!  There was just way too much unnecessary overthetop drama for me.  But if you are looking for a summer pool or beach read then pick up Broken Prince and enjoy the crazy ride!  ARC provided by the authors in return for an honest review.,4,False
163,  . Stars!  L.H.  Cosway has such a beautiful way with words that is almost impossible NOT to fall in love with her characters!  This series is highly rated but I havent read the other books.  This one is a complete standalone.  Stu Cross stole my heart!  L.H.  Cosway has such a beautiful way with words that is almost impossible NOT to fall in love with her characters!  This series is highly rated but I havent read the other books.  This one is a complete standalone.  Stu Cross stole my heart!  This is a slow build romance and I absolutely loved the incredibly witty and sexy banter between the characters.  Conways writing is always a winner for me.  This book has tons of heart heat and sexy times!  The chemistry between the characters was real and the contrast between Stus toughness and Andies sweetness was perfect.  I read this book in one sitting and Thief of Hearts is one more reason why L.H.  Cosway is an autobuy author for me.  Her writing flows perfectly and the characters are always memorable.  The story was fastpaced and very inventive.  You will love this book!  Just be my soft place to fall.  I need you.  ARC provided in return for an honest review.,4,False
164, DNF.  Gave up at around .  Way too many grammatical and editing issues for me to continue.  I also couldnt get past the simplistic and degrading nickname that Vicious had for the heroine he called her Help That was offensive to me.  Moving on.,0,False
165,   . STARS!  Thrilling sexy secondchance contemporary sports romance with a twist.  Somehow it all works in this perfect summer read!  And they would fight to their end for me.  This team was my family my soul.  And I think that was what made everything that happened so damn complicated.  Tyler has grown up traveling with a baseball team her whole life.  Baseball IS her life.  She has been homeschooled innocent yet stunning and complete unaware of her effect on men.  Then baseballs bad boy Chase Stern enters her life.  A largerthanlife character Alessandra Torre could have made him a cliche but he is deeply sensitive devoted to the game and ready to give up his fastliving ways for Ty.  Chase Stern.  The best bat to hit our game since Barry Bonds.  A shortstop who made Ripken look like a rookie.  A body built for baseball a face that made GQ editors swoon and enough swagger to fill Dodger stands with females.  Of course Ty is forbidden to go near him she is only  at the time and he plays for the team her father works for.  But they fall deeply in love with each other through stolen nights on the baseball field and living life on the road.  She knows that he is completely offlimits but these two share a deep bond that goes beyond the game of baseball.  But it wasnt his looks that had sucked me in.  It was his play.  His effortless grip of a game that we all struggled with.  His swing his throw the dip of his body when he scooped up a ball the stretch of his sixfoot body when he leapt in the air ... it was my porn.  But then...the emotional onetwo punch from the author hits and these two are suddenly irrevocably separated .  My heart broke for them!!  Flashforward several years and these two now adults with their own lives meet again.  I absolutely LOVE secondchance romances and MOONSHOT has everything I love about this trope.  First loves were supposed to be flimsy and temperamental.  They were supposed to burn bright and fade fast.  They werent supposed to stick.  They werent supposed to eat away at a mans heart his capacity for life.  Interwoven with this forbidden love story is a thriller aspect which slowly builds toward a terrifying conclusion.  Ms.  Torre is one of the few authors I know who can perfectly pull off such a clever post twist!!  I was totally blindsided by this turn of events and it blended in perfectly with the story.  It must be said that the author knows a LOT about the game of baseball and I loved reading about this part of the story she has fabulous insight in to the game and I almost felt like I was in the stands ready for the players to take the field.  MOONSHOT has everything I love about contemporary romance: deeplyfelt characters the sweetness of first love very adult steamy love scenes and the bittersweet pain of secondchance romance.  Please keep in mind that there is cheating in this book: this aspect of a story NEVER bothers me or affects my enjoyment of a novel but it is here in MOONSHOT plain and simple.  Does it resolve itself?  Absolutely.  Alessandra Torre is an automatic oneclick for me andI loved this story!!  Happy reading!  Favorite quote:  Certain loves cant be fought.  The harder you tried the harder you would be knocked back over and over again until it beat you into submission until your heart caved and body surrendered.  Love like that didnt know the rules of society it didnt care about life mistakes.  It only knew what must be and what would happenno matter what.  ARC provided by the author in return for an honest review.,4,False
166, Smoking hot conclusion to The Player!!  Loved it.  Filled with warmth heat and plenty of angst.  K. Bromberg is my goto author for mature emotional romances about real people dealing with real issues and facing them headon.  And The Catch delivered on all counts.  I loved the indepth look into the sport of baseball but you do NOT need to be a fan of sports romances to love this story!  and the glimpse into the emotional highs and lows experienced by star athletes AND by their families and loved ones!  The end of The Player was a whopper of a cliffhanger I wont spoil it here!  and then BOOM!  The Catch does a  degree turn!  I appreciated Eastons POV here and as always Ms.  Bromberg created a male character with many dimensions.  Easton is flawed but he really puts himself out there and his HONESTY is what I loved most about him.  Easton and Scout both grew as characters and their love devotion to family and feelings for each other were absolutely spoton.,4,False
167, . Stars  The highlyanticipated third book in The Royals Series picks up right where the second book ended so the other books MUST be read in order!  While overall I liked the teenangst feel of this series the third book felt a bit rushed at times and I felt that Ella and Reed lost some of the heat and passion that fueled the first two books.  With that said this writing duo is very talented and the wild storyline certainly held my interest.  In Twisted Palace Ella is firmly in place as a member of the Royals household.  Gone is the taunting and namecalling from the first book.  Ella and Reed are now completely in love!  Sometimes I still cant believe that we all hated each other when I first got here.  Reed was determined to destroy me.  His brothers alternately taunted or ignored me.  I fantasized about running away on a daily basis.  And now I cant imagine not having the Royals in my life.  Reed has been arrested for the murder of Brooke and the evidence seems pretty strong against him.  There are tons of questions in this book.  Everyone at school is talking about Reed and giving damaging testimony against him.  His past seems to catch up to him and his future looks very grim.  Add to that is the fact that Steve is now back!  There is TONS of drama plus wild plot twists in this book which makes Twisted Palace feel much more suspenseful than the first two books.  I liked the forbiddenlove aspect of the earlier books but this book adds almost a mystery element to the series.  Reed is loyal to his core.  Hed die for his family.  Hell he mightve even killed for it.  This series is great for readers who love overthetop drama and firstlove stories.  I really liked the supporting characters and I hope some of them will get their own story!  I also would LOVE a story about Callum Royal.  While the brothers dont get as much focus here as in the earlier books fans of this series will be happy to get more of Reed and Ella.  Overall not my favorite in this series but still a fun light read that is a total guilty pleasure.  Reviewed from an ARC,4,False
168, Its about whats on the inside.  Just like people.  Dont you think?  Its whats on the inside that really counts.  A Gift of Time is a gift to the readers of the Nine Minutes series.  The story flows beautifully through many different time frames and back and forth between many different points of view.  But it all works perfectly and the author has a BIG surprise waiting for fans of this series!  I feel that A Gift of Time is more than any other characters Ginnys story.  If you have read the first two books in the series and you MUST before reading A Gift of Time you know that Ginny has been through a lifetime of experiences and has had two great loves in her life.  I have always loved both Grizz and Tommy and I absolutely LOVED how the author resolves the famous Team Grizz/Team Grunt conflict here.  This book is told in flashback so all the main characters make an appearance here all leading toward a fascinating and satisfying conclusion.  There were just some secrets we had to keep hidden in our hearts to shield those we love.  It is impossible to describe the plot of A Gift of Time without giving anything away.  This series is a creative thrilling imaginative beautiful and ultimately uplifting story that I wont soon forget.  Grrizz Grunt and Kit will live on forever!  Bravo Ms.  Flynn for a fantastic conclusion to a terrific series.  ARC provided by the author in return for an honest review.,5,False
169, The dust has settled over the blood weve shed.  Nonstop action plus tons of graphic violence a feisty heroine and an excon with a soul!!  BLOOD TO DUST features a kickass heroine a damaged hero and a story that will have you saying Did I just read that??  I became a huge fan of LJ Shens after reading SPARROW and could not wait to get my hands on Prescott and Beats story.  She is hellbent on revenge on a group of men who are dangerous corrupt members of a crime family.  They have ruined her family and committed terrible crimes against her.  The only problem is that she is being held against her will by them.  She is outnumbered and defenseless.  And of her captors is Beat.  Beat served time in prison with one of the men holding Prescott captive.  He owes the a favor to one of the men the sadistic and allpowerful Godfrey and Beat whose real name is Nate just wants to fulfill his debt as soon as possible.  Nate has committed murder in the past but he wont let any physical harm come to Prescott.  As the captor and the captive spend more time together Prescott and Nate begin to bond.  Although he doesnt trust her at first and rightfully so!   these two are kindred spirits who devise a plan to to repay their debts seek vengeance and maybe just maybe find their own brand of happiness.  Were polar opposites.  Hes peace looking for color and Im strorm looking for serenity.  I love dark reads and I really liked this book the author has a GREAT sense of humor but felt the story spun out of control in some places.  With that being said Nate Vela is an unforgettable antihero!!  Sensitive strong protective and damaged I wont soon forget him.  And Prescott is one of the strongest most badass heroines I have ever read.  If you love a dark and gritty read then you will love BLOOD TO DUST.  I adore this author and cant wait to see what twisted story she comes up with next!  Tell me something beautiful his lips speak into mine.  Us I rasp.  Were beautiful and ugly and broken...and whole.  ARC provided by the author in return for an honest review.,4,False
170, This started off with a bang absolutely hilarious!  This series should probably be read in order and I will defintiely read the first book to see what all the fuss is about.  Tapping Her is a superquick very dirty and very funny bit of romantic comedy with some laughoutloud moments and a great male POV.  There is nothing emotional or angsty about this book and its just a little something to pick up in between heavier reads.  Not too much of a plot here so dont expect War and Peace.,0,False
171, Its always been you and no one else.  WOW!!  What a passionate emotional and sexy story!  Love betrayal loyalty forgiveness...this book has it all!!  I couldnt put this one down!!  I absolutely love enemiestolovers books especially where there is an element of revenge.  Plus I adore Mia Sheridans writing so I could not wait to read this book.  And I will admit I do sometimes judge a book by its cover and this cover is STUNNING.  So theres that.  I immediately connected with these beautifully flawed and damaged characters.  Their pain suffering humiliation and pride broke my heart and Mia Sheridan put it back together again.  While Lydia could have been a cookiecutter snobby heroine she instead came across as loyal loving and willing to admit to her past mistakes.  And they were HUGE.  A stupid and cruel act when she was a teenager led to a domino effect of tragic consequences for Brogan Ramsay and his family.  And now he is back in Lydias life hellbent on getting revenge for the pain she caused him all those years before.  Learn from you mistakes but dont let them define you now.  Find forgiveness for them and for yourself.  Watching Lydia and Brogan slowly make their way back into each others lives was painful raw and breathtaking.  So much drama and heartache separated these two that I lost thought they would never find their way back.  There is an element of romantic suspense here which Mia Sheridan got just right.  And the cast of supporting characters are all fabulous.  Fionn!!  HELLO!!  Are there some pieces that dont quite fit together?  Yes but they are nonessential to the story and the characters are so strong that they swept me away.  I was lost in this book and savored every minute of it.  Brogan Ramsay had come from Ireland with his family and I loved how the author incorporated Gaelic throughout the book.  What a beautiful and descriptive language!  Ms.  Sheridans books always leave a lasting impression and Ramsay is no different.  I am still thinking about the characters well after I finished this book.  I fell in love with Ramsay Brogan and although he hast quite replaced Archer as my favorite Mia Sheridan hero he comes close!  Dont miss Ramsay you will fall i love with these characters too.  There is such as thin veil between love and hate.  I had chosen love.,5,False
172, Villains were created not born.  That was something Id come to know as a fact.  Fans of the Rosemary Beach series will love this book.  I have read most of the books in this series and have loved some more than others and in Up In Flames Abbi Glines throws in lots of surprises!  This book is VERY different from the other books in the series!!  I was so excited for Nans book and to see how in the world the author was going to redeem this very unloveable vengeful character.  And she did it!  Nan has been the villain in this series cold spiteful and generally a bad person.  The only person who ever seemed to care for her was her brother Rush.  I devoured this book in one sitting daily because of Gannon.  OMG is he hot!!  There are two men vying for Nans heart in this book and I was so glad I didnt read any spoilers.  The author surprised me here with some very wild and explicit sex scenes.  I also loved how Nan seemed to finally make peace with her family especially with those she has been so cruel to in the past.  And yes Nanette does get her happy ending!!!  This is a sexy fastpaced read perfect for a summer beach read.  Lots of surprises in this one.  Thanks Abbi for finally making Nan into a character I could actually care about!  ARC provided by the publisher in return for an honest review.,4,False
173, .   Riveting Stars!  Do you hate your husband?  I never hated him.  Youre about to.  Nuanced layered and intriguing I loved everything about this book!!  A mustread.  Adam Steinbeck has just been dealt a blow.  His beloved wife Diana is leaving him.  Partners in business and in life he is in total shock.  His emotions are raw exposed and real.  He doesnt know what to do or how to make things right again.  He cannot live without Diana.  The first time I saw her I had to hold my breath.  The first time she spoke I exhaled.  But Adam has been living a lie with his wife.  He never revealed to her who he really was.  A Dominant.  He gave it all up for her and now he realizes that she must have sensed he was holding something back from her never fully giving himself to her.  Perfect Diana...What would I do to posses her?  Would I change my cellular structure?  Turn my back on my identity?  Walk away from it never talk about it burn it so thoroughly into a pile of dust that not telling her wouldnt be a lie?  This raw and powerful book alternates between past and present so we really get a sense of the shared history between Adam and Diana.  This story rockets towards a breathtaking conclusion as only CD Reiss can do.  Her writing is crisp clear intelligent and very very sensual.  The depth of Adams love for his wife is almost palpable and he will not let her walk away without a fight.  And so she agrees to his detailed plan to spend  days alone together away from their business in New York City.  Adam is going to show Diana who he really is.  The stakes are high but Adam plays to win.  I can only breathe if I know shes there.  I gave her my fking soul and she threw it away.  Months ago maybe years ago.  She made a decision to throw me away.  Shes prepared for this divorce and Im swinging in the wind.  Raw.  With nothing.  No defenses.  Now what am I supposed to do?  I could not breathe while I was reading this book!!  It is incredibly sexy thoughtprovoking and emotional.  I loved every word.  The ending was nothing short of shocking and Im counting the days until the second book!  Shes my life do you understand?  ARC provided by the author in return for an honest review.,5,False
174, You kidnapping me?  Only a little.  I have heard amazing things about the first two books in this series so I couldnt wait to read I Everything I Left Unsaid.  I did NOT feel lost reading this book even though I had not read the first two books.  Max and June/Olivia are two incredible characters  and the writing is crisp clean intense and INCREDIBLY sexy.  June has a sister who is being held against her will by a cult.  She dreams up a wild plan to rescue her which does not go according to plan and she ends up wounding and kidnapping Max a dangerous MC President.  Olivia is crazy about Max but he is a very dangerous man and cant be trusted.  She brings him to her estranged aunts house to recuperate from his wounds.  The scenes in Florida at Aunt Ferns condo are priceless.  And the slow burn starts to build between Olivia and Max both damaged people who have led pretty sad and lonely lives.  Mutual assured destruction.  You and I have sex get involved in that way...both us burn.  Both of us.  Well tear each other apart until theres nothing left to walk away from.  Olivia is a loner and doesnt dare dream of ever being happy.  She makes sure to sabotage anything good that comes into her life.  The story itself is gritty somewhat dark and definitely NOT your typical contemporary romance.  There is no instalove and it takes quite a while for those two to get together.  This book is VERY steamy and includes a sexy F/F scene that is incredibly hot.  But the action the scenes between Max and Olivia and the swoony scenes that eventually happened between Max and Olivia were all absolutely perfect.  There is a wonderful Epilogue and I loved the conclusion that Ms.  OKeefe gave to these very troubled characters.  Save your act for other people.  The lies and the show  I dont want it.  I want you.  Fucked up and crazy.  I want you.  ARC provided by the author in return for an honest review.,4,False
175, . STARS!  He changed the story.  Hellloooo Damien!!  I LOVED this very funny passionate and emotional story from the fabulous Penelope Ward!!!  Having read STEPBROTHER DEAREST I could not WAIT to dive into this story.  BUT even though that is one of my favorite books and I highly recommend it you do NOT have to read it first.  Chelsea has been left completely brokenhearted by her ex Elec.  She thought he was the one.  He declared his devotion to her and she thought they would grow old together.  But it was just not meant to be.  Chelsea moves into a new apartment in a new neighborhood to escape the memories of her old life.  At first it seems as though her HOT new neighbor Damien cant stand her but then they begin to build a fantastic friendship that turns ohsoslowly into a gorgeous romance.  Damien is a brilliant artist who also happens to own the building where Chelsea lives.  He has two Rottweilers who play a big part of this story and who are one of the reasons why Damien and Chelsea meet and get off to a rocky start to begin with.  Theres lots more to Damien then meets the eye and learning about him is part of the wonderful experience of reading this book.  Chelsea is extremely insecure after being suddenly dumped by Elec and Damiens compliments and the way he sees her really help to boost her confidence.  She is wildly attracted to Damien but he makes it clear she is in the friendzone.  But why cant they be more than just friends??  Has his heart been broken too?  What secret is he hiding?  I looked closer at what Id messaged him and realized it hadnt come through the way Id intended.  the auto correct had actually changed the message to: Wanna duck?  Great.  That was smooth.  Damien is the whole package: smart hot loving sweet attentive...but why is he constantly pushing Chelsea away?  Youre in my heart and I cant get you out.  I dont know if I want to.  Being with you is the only thing that feels right.  NEIGHBOR DEAREST is a VERY sexy characterdriven book that is totally readable and perfectly swoony.  Ms.  Ward has created another unforgettable book boyfriend with Damien.  The supporting characters are all fantastic.  And I absolutely LOVED the message of this book: things happen for a reason and just because someone leaves you it doesnt mean that you cant find happiness again.  SIGH  You know why it didnt work out with him?  Why?  Because God made you for me.  ARC provided by the author in return for an honest review.,4,False
176, All she sees is whats right in front of her.  Guys are drawn to her because of her spirit and smiles.  Shes a happy person and she makes people feel good when theyre around her.  Im not like that.  Im just kind of there.  Like empty space.  If Penelope Douglas writes a book I will read it!  And this series is one of my favorites so I could not wait to get back into these characters lives!  And what a treat!  Once again Ms.  Douglas surprises and puts a fresh spin on her beloved characters.  This book introduces us to Quinn but also sets up the next generation of characters and it was just a pleasure to read.  The author uses a story within a story here which added a layer of nuance and depth to what I thought would be a classic New Adult romance.  Ms.  Douglas gives us the backstory of Katherine Trent and Jason Caruthers and it broke my heart!  Yes you will absolutely need to read the other books in the series first but Bully and the later books are among my most cherished stories.  From adult contemporary romance to new adult stories Ms.  Douglas can do it all.  Why did you marry her?  she asked me in return.  I turned my eyes back out to the road as I would my way through her neighborhood.  Because I didnt see you first.  My heart!!  The author does a wonderful job of telling two parallel stories here.  The book felt a little sad to me at times because of the theme of lost time but the author gives her characters the perfect conclusion here.  Dont miss Next to Never!  It is a clever love letter to the fans of the Fall Away Series.  ARC provided by the publisher in return for an honest review.,4,False
177, Open your shirt for me little one.  Lets see if I like what Im getting for my trouble.  Shes baaaaack!!  Penelope Douglas has written another dark and delicious and riveting story in the Devils Night series.  I could not WAIT for Kais story and it was everything I hoped for!  Secrets are revealed inner desires unleashed with a heartpounding romance at the heart of to all.  Kais story was incredible.  Ms.  Douglas is one of the most talented romance writers around and I just knew that she would create another romantic suspense story like no other.  Hideaway is just as dark os Corrupt and will satisfy your every craving.  Kai is an alpha like no other  dark dangerous and SMART.  Were only ever good because there are consequences I told her.  Take those away and everyone shows their true self.  Kind of like taking off a mask.  This book alternates back and forth between the present and Devils Night six years before.  Kai has finally met his match in Banks a mysterious figure who may or may not have some connection to him.  The chemistry between them is perfect as I would expect with a Penelope Douglas book but not instant.  They have an intense and sexy connection but to say more would ruin the experience of reading this story.  I am glad I did not know too much about the plot.  It was INSANE!  Happy to hear it because Im the only man whose attention you should be trying to get and baby you got it years ago while wearing another mans clothes.  He kissed my temple his hot breath sending chills down my spine.  So you can imagine how fucking beautiful you are to me right now wearing mine.  There are tons of twists and turns and part of the enjoyment of reading this yummy tale was the ending.  This book is definitely for fans of dark romance: this is not a heartsandflowers kind of book.  But if you are a fan of the Four Horsemen from Corrupt then you will devour Hideaway!  It is raw and gritty and WILD.  And there is a fabulous sneak peek from Kill Switch Devils Night .  I cant wait to see how Ms.  Douglas tells Damons story!  This is what I wanted.  What I always wanted since the first time Id seen her.  Someone who knew me and wanted to dive with me...  ARC provided by the author in return for an honest review.,4,False
178, . STARS!  WOW!!  What an emotional roller coaster ride!  LAST TOUCH is a totally hot and sexy conclusion with a fantastic psychologicalthriller aspect.  Laurelin Paige once again shows her incredible talent for creating nuanced characters and dominating irresistible heroes.  The ending of the first book was SUCH a cliffhanger that I could not WAIT to get my hands on the second book in this series!!  And LAST KISS does not disappoint.  Laurelin Paige writes very adult very sexy books and she kept me guessing throughout this whole story.  Emily is insatiable for Reeve in this book and their chemistry burns up the pages.  God I was hungry for him.  I roved my hands over his chest wanting to touch all of his body at once delighting at the hard muscles that met the underside of my palms.  He was solid everywhere.  A wall of strength and potency that could so easily overpower me.  I was weak in his presence incapable of anything except to yield.  I loved Reeve Sallis from the beginning of this series weird I know!  and I adored his uberAlpha ways.  He obviously loves Emily but his loyalties are called into question here.  There are tons of surprises in this book so I cant say anything about the plot in case you havent read the first book in the series which I HIGHLY recommend!!  These two are on absolutely FIRE when they are together.  These are two adults who have lived through a lot and Emily might have finally found someone with who she can be completely herself.  He leaned his hip against the vanity and folded his arms across his chest a position that highlighted both his broad shoulders and toned biceps.  You like it when I keep you guessing he said dismissively not an entirely inaccurate statement though it was a bit discomforting that he knew it so well.  And I like you on your toes he added his eyes dark as they slid the length of my body.  LAST KISS is a supersexy romantic suspense that rockets toward a riveting conclusion.  I could not put this book down!!  Laurelin Paige is on my short list of mustread authors and she kept me on my toes throughout this whole book.  The sexy times are TOTALLY hot believable adult and very raw.  There are many characters that kept me secondguessing the plot and I certainly did not see this ending coming.  Who was the bad guy?  Was there even a bad guy in this story?  You must read this book to find out!  A warning bell sounded in the back of my head though urging me to get my wits together and address .  something.  It was dificult to remember what exactly when his hands were on my breasts squeezing and pinching.  The bite of pain sent jolts of electricity through my nervous system signals that my brain read as pleasure.  Pleasure I couldnt resist.  If you are a fan of sexy suspenseful stories with an irresistible Alpha male and a very strong heroine then I highly recommend this series.  You wont be able to put these books down!  ARC provided by the publisher in return for an honest review.,4,False
179, I am finishing up dinner with my family and my fiance when my husband calls.  What an opening line!!  What would you do if the person you loved and thought was gone suddenly reappeared in your life after you had moved on?  This is the center of Taylor Jenkins Reids fantastic new novel ONE TRUE LOVES.  From this powerful beginning this story follows Emma as she must reconcile finding her longlost first love with her new life and her new fiance Sam.  Emma and Jesse had been crazy in love and absolutely devoted to each other.  They met as teenagers and ended up married and moving away from their small New England town to California.  A tragic accident takes Jesse away and after an agonizing period of mourning Emma finds herself opening up to the possiblity of loving another man again.  I think that perhaps everyone has a moment that splits their life in two.  When you look back on your own timeline theres a sharp spike somewhere along the way some event that changed you changed your life more than the others.  A moment that creates a before and an after.  Told from Emmas POV this book tells the story of how Emma and Jesse first fell in love.  The author does an amazing job of creating very memorable characters who seemed very real.  I felt like I knew Emma Jesse and Sam and their friends and families.  It is very important for me to feel connected to the main characters and I absolutely connected with all of the characters in this book.  I loved how Emma grew and matured throughout this book and how her relationships with those around her changed and evolved as well.  Good things dont wait until youre ready.  Sometimes they come right before when youre almost there.  And I figured when that happens you can let them pass by like a bus not meant for you.  Or you can get ready.  So I got ready.  I cannot think of enough to say about this gorgeous book!!  Emma Jesse and Sams story is so totally engrossing you will feel like you are reading about your good friends.  I cared deeply about what was going to happen to these three and was completely blown away by the direction this book took.  This is a richly written detailed story about first love family friendship and growing up.  The ending is enormously satisfying and I found myself rereading passages this book after I finished.  I was not ready to say goodbye to these characters!  ONE TRUE LOVES is certainly one of the best books of the year and one of new top favorite books ever.  Dont miss this one!  Favorite quote:  I dont think that true love means your only love.  I think true love means loving truly.  Loving purely.  Loving wholly.  ARC provided by the publisher in return for an honest review.,5,False
